POP2010,OHU2010,MedianFamilyIncome,lapop20,lalowi20,lasnap20,TractLOWI,TractSNAP,lapop20_share,lalowi20_share,lasnap20_share
13798,5718,393613,3312.4834349800003,1424.147029944,266.860129563,4710,1017,24.006982424844185,10.321401869430352,26.23993407699115
3141,553,63250,2045.0772140000001,1018.8253460000001,44.340431,1573,84,65.10911219356893,32.43633702642471,52.78622738095239
5561,1212,153308,1185.0000109999999,459.9671071,35.059523399999996,1780,78,21.30911726308218,8.271302051789247,44.94810692307692
291826,107332,5009016,18.45862629,3.041217043,0.289294453,65978,8983,0.006325216495445918,0.0010421336834277961,0.0032204659133919624
17013,4651,158649,8143.8624,5290.8573538,995.0577338,8937,1555,47.86846764239111,31.09890879797802,63.99085104823151
997,423,92083,996.9999981000001,176.10243359999998,21.25628132,177,20,99.9999998094283,17.66323305917753,106.28140660000001
1826,806,102552,1826.000014,418.7696352,21.2105264,480,19,100.00000076670317,22.93371496166484,111.6343494736842
4847,1563,126559,1729.622325,1150.773195,197.9940877,2287,330,35.684388797194146,23.741968124613162,59.99820839393939
97581,36441,1527638,909.5273219000001,226.38395356,29.452237874999998,21924,2306,0.9320741967186236,0.23199593523329337,1.2772002547701646
2508,1149,66250,434.2534701,156.17887919999998,20.47717745,800,122,17.314731662679424,6.227228038277511,16.78457168032787
95,41,51250,6.646032999,2.4167392569999997,0.46516238299999996,24,5,6.995824209473684,2.5439360599999996,9.30324766
31275,12187,585242,28.999881161999998,4.370711664,1.136188827,5725,978,0.09272543936690647,0.013975097247002398,0.11617472668711656
55400,22161,973259,1488.216309903,436.775244187,35.223284804,14372,1762,2.686311028705776,0.7884029678465705,1.9990513509648127
13477,5305,340701,23.17786131,0.0,0.823375669,3373,752,0.17198086599391557,0.0,0.10949144534574469
13592,4630,371695,487.6159858,219.50797090000003,16.65827178,3753,418,3.5875219673337253,1.6149791855503237,3.985232483253588
1631,553,54148,1625.1002039999998,708.1138411000001,104.5774278,648,97,99.63827124463518,43.415931397915394,107.8117812371134
88995,31824,1949767,3694.2704343149994,1373.429294496,201.349333398,23491,3398,4.151098864335075,1.5432656828990394,5.925524820423779
9492,2815,108358,4442.699835827,3024.1095661659997,592.622588089,5227,873,46.80467589366836,31.859561379751366,67.88345797124857
9430,2029,161607,5217.000069,1148.9630498000001,118.1052638,2305,341,55.323436574761395,12.184125660657477,34.63497472140762
7523,1919,133002,3506.0538439999996,2133.877585,367.89407539999996,3527,588,46.604464229695594,28.364716004253626,62.56701962585033
8881,3545,159789,34.88431959,0.0,1.148861333,1900,341,0.3927972029050782,0.0,0.3369094818181818
968,436,84375,0.15933171699999998,0.025967544,0.0053522280000000005,162,13,0.016459888119834707,0.0026825975206611567,0.04117098461538462
7029,2567,133918,2633.5808294000003,1066.7976334,156.593566411,2518,234,37.46736135154361,15.177089677052214,66.92032752606838
9636,3966,270974,1674.7541091340001,613.826402251,95.365996844,2305,233,17.380179629867165,6.3701370096616845,40.92961237939914
7459,1745,42072,3992.999985,2725.939362,482.4189323,5390,892,53.532644925593246,36.54564099745274,54.08283994394619
662,270,76000,662.000001,167.84566840000002,26.49056628,161,26,100.0000001510574,25.35433057401813,101.88679338461539
5588,2217,192891,5587.999995,2779.7991477,718.4970758,2764,665,99.99999991052255,49.74586878489621,108.04467305263157
54571,20221,732995,0.0,0.0,0.0,18692,2682,0.0,0.0,0.0
182265,73180,1880613,0.0,0.0,0.0,63277,6471,0.0,0.0,0.0
27457,9820,388107,0.0,0.0,0.0,12484,2097,0.0,0.0,0.0
22915,7953,173450,0.0,0.0,0.0,10123,1125,0.0,0.0,0.0
57322,21578,469224,0.0,0.0,0.0,22865,2900,0.0,0.0,0.0
10914,3745,135821,0.0,0.0,0.0,5279,794,0.0,0.0,0.0
20947,8491,383333,0.0,0.0,0.0,10643,2123,0.0,0.0,0.0
118572,47331,1290421,0.0,0.0,0.0,50179,8904,0.0,0.0,0.0
34215,13933,375212,0.0,0.0,0.0,16574,2519,0.0,0.0,0.0
25989,10626,273186,0.0,0.0,0.0,11661,1960,0.0,0.0,0.0
43643,16558,472111,0.0,0.0,0.0,18310,2952,0.0,0.0,0.0
13859,5866,193441,0.0,0.0,0.0,5522,1266,0.0,0.0,0.0
25833,10337,404304,0.0,0.0,0.0,11721,1907,0.0,0.0,0.0
13932,5670,171716,0.0,0.0,0.0,6763,877,0.0,0.0,0.0
14972,5891,179611,0.0,0.0,0.0,6395,850,0.0,0.0,0.0
49948,19849,730688,0.0,0.0,0.0,19665,2518,0.0,0.0,0.0
54428,22773,690673,0.0,0.0,0.0,21551,3874,0.0,0.0,0.0
13228,5625,173514,0.0,0.0,0.0,7651,1497,0.0,0.0,0.0
11539,4794,132536,0.0,0.0,0.0,5708,785,0.0,0.0,0.0
37765,15531,626540,0.0,0.0,0.0,16914,2517,0.0,0.0,0.0
13906,5652,301040,0.0,0.0,0.0,6070,999,0.0,0.0,0.0
80406,31864,875860,0.0,0.0,0.0,34526,4447,0.0,0.0,0.0
50251,20065,765958,0.0,0.0,0.0,18224,3240,0.0,0.0,0.0
43820,17064,551409,0.0,0.0,0.0,24877,5176,0.0,0.0,0.0
71109,26842,653557,0.0,0.0,0.0,32342,3988,0.0,0.0,0.0
79303,28301,956862,0.0,0.0,0.0,22358,3429,0.0,0.0,0.0
38319,14157,352805,0.0,0.0,0.0,19613,3404,0.0,0.0,0.0
104430,42036,1319856,0.0,0.0,0.0,44882,6554,0.0,0.0,0.0
17241,7100,215114,0.0,0.0,0.0,8173,1619,0.0,0.0,0.0
31704,12286,417795,0.0,0.0,0.0,15243,2304,0.0,0.0,0.0
26790,10920,275868,0.0,0.0,0.0,12500,1995,0.0,0.0,0.0
9045,3764,91678,0.0,0.0,0.0,5738,1231,0.0,0.0,0.0
15760,6273,251897,0.0,0.0,0.0,7867,1499,0.0,0.0,0.0
17302,6994,334730,0.0,0.0,0.0,6601,1155,0.0,0.0,0.0
101547,40969,1067495,0.0,0.0,0.0,42383,5731,0.0,0.0,0.0
53227,21513,498781,0.0,0.0,0.0,22772,3025,0.0,0.0,0.0
658466,263568,9400933,0.0,0.0,0.0,243528,39967,0.0,0.0,0.0
14564,6103,121966,0.0,0.0,0.0,7298,1433,0.0,0.0,0.0
92709,38680,1131607,0.0,0.0,0.0,35490,5388,0.0,0.0,0.0
34339,13654,453808,0.0,0.0,0.0,13904,2507,0.0,0.0,0.0
140247,55682,1550578,0.0,0.0,0.0,60832,6406,0.0,0.0,0.0
82782,31446,927367,0.0,0.0,0.0,27460,4380,0.0,0.0,0.0
11299,4352,149636,0.0,0.0,0.0,5921,1210,0.0,0.0,0.0
21452,8499,560185,0.0,0.0,0.0,9961,2464,0.0,0.0,0.0
334811,134700,5127319,0.0,0.0,0.0,100184,14817,0.0,0.0,0.0
21027,8535,268954,0.0,0.0,0.0,9943,1961,0.0,0.0,0.0
30776,12651,347426,0.0,0.0,0.0,13978,2580,0.0,0.0,0.0
93019,35810,902111,0.0,0.0,0.0,42101,5740,0.0,0.0,0.0
412992,158435,5697544,0.0,0.0,0.0,168743,29059,0.0,0.0,0.0
23068,9214,286313,2.702830959,1.337097295,0.187111831,11955,1270,0.011716797984220565,0.005796329525749956,0.01473321503937008
229363,89981,3619072,0.0,0.0,0.0,91743,17106,0.0,0.0,0.0
119490,47030,1511575,0.0,0.0,0.0,44765,6446,0.0,0.0,0.0
10591,3947,98436,0.0,0.0,0.0,6410,1054,0.0,0.0,0.0
19746,8012,207403,0.0,0.0,0.0,9957,1694,0.0,0.0,0.0
32899,13210,365873,0.0,0.0,0.0,15415,2602,0.0,0.0,0.0
22913,9164,267980,0.0,0.0,0.0,9513,1631,0.0,0.0,0.0
52947,21229,588941,0.0,0.0,0.0,26609,4488,0.0,0.0,0.0
195085,74072,3868386,0.0,0.0,0.0,45246,4706,0.0,0.0,0.0
83593,31624,747262,0.0,0.0,0.0,30437,4651,0.0,0.0,0.0
13763,5629,146318,21.49057625,13.70270672,3.498115303,7667,1598,0.15614746966504395,0.0995619176051733,0.21890583873591993
82291,31890,945283,0.0,0.0,0.0,36810,6635,0.0,0.0,0.0
41616,16985,464770,0.0,0.0,0.0,18409,2881,0.0,0.0,0.0
194656,76141,2606220,0.0,0.0,0.0,71305,7869,0.0,0.0,0.0
67023,26571,834806,0.0,0.0,0.0,30773,4763,0.0,0.0,0.0
17581,6758,257390,0.0,0.0,0.0,6551,1117,0.0,0.0,0.0
11670,4484,110032,2.104822197,1.382845537,0.230307344,7066,1094,0.018036179922879175,0.011849576152527849,0.021051859597806217
24484,10163,302459,0.0,0.0,0.0,11845,1661,0.0,0.0,0.0
19019,8005,398328,0.0,0.0,0.0,8043,1159,0.0,0.0,0.0
21853,8765,321885,0.0,0.0,0.0,10641,1770,0.0,0.0,0.0
41513,18748,429196,0.0,0.0,0.0,16843,2404,0.0,0.0,0.0
221339,82087,3379979,0.0,0.0,0.0,76243,6663,0.0,0.0,0.0
36903,15120,317560,0.0,0.0,0.0,16308,2285,0.0,0.0,0.0
11508,4673,203106,0.0,0.0,0.0,6205,1037,0.0,0.0,0.0
5368,2262,92534,0.0,0.0,0.0,2524,250,0.0,0.0,0.0
27446,11393,225706,0.0,0.0,0.0,13240,1530,0.0,0.0,0.0
11800,4579,130628,0.0,0.0,0.0,6207,1219,0.0,0.0,0.0
22995,8783,258933,0.0,0.0,0.0,9525,1265,0.0,0.0,0.0
16083,6845,247973,0.0,0.0,0.0,8084,1153,0.0,0.0,0.0
25970,11078,370844,0.0,0.0,0.0,10296,1034,0.0,0.0,0.0
8689,3416,102830,0.0,0.0,0.0,3023,538,0.0,0.0,0.0
24552,9759,240812,0.0,0.0,0.0,10378,2070,0.0,0.0,0.0
21273,8463,282695,0.0,0.0,0.0,9564,1454,0.0,0.0,0.0
96443,37291,880786,0.0,0.0,0.0,42416,6024,0.0,0.0,0.0
61948,23447,511748,0.0,0.0,0.0,27010,3381,0.0,0.0,0.0
50902,19026,939625,0.0,0.0,0.0,24452,4079,0.0,0.0,0.0
17870,7002,282841,0.0,0.0,0.0,8237,1227,0.0,0.0,0.0
8116,3280,146152,106.29631973,50.86032935,4.669770672,3279,547,1.309713155864958,0.6266674390093642,0.8537057901279708
13008,5321,199303,0.0,0.0,0.0,6515,1448,0.0,0.0,0.0
18509,7360,208453,0.0,0.0,0.0,8513,1426,0.0,0.0,0.0
113237,42614,1558459,0.0,0.0,0.0,39492,4677,0.0,0.0,0.0
18125,7037,137665,0.0,0.0,0.0,8171,1098,0.0,0.0,0.0
12245,5196,83430,0.0,0.0,0.0,5951,977,0.0,0.0,0.0
96024,40994,911474,0.0,0.0,0.0,41027,5407,0.0,0.0,0.0
17853,6933,221541,0.0,0.0,0.0,5918,620,0.0,0.0,0.0
42090,16425,431689,0.0,0.0,0.0,17419,2815,0.0,0.0,0.0
22609,8839,221850,0.0,0.0,0.0,11616,1154,0.0,0.0,0.0
32923,12664,334580,0.0,0.0,0.0,12335,1739,0.0,0.0,0.0
13789,5365,126236,698.7305947000001,322.83595479999997,17.93121991,7126,670,5.0673043346145485,2.3412571963159037,2.6763014791044775
36647,14391,380488,0.0,0.0,0.0,16220,2014,0.0,0.0,0.0
13696,5731,155277,0.0,0.0,0.0,6700,865,0.0,0.0,0.0
17997,6724,212318,0.0,0.0,0.0,7554,1449,0.0,0.0,0.0
77435,28873,1025377,0.0,0.0,0.0,32445,5930,0.0,0.0,0.0
25540,9812,232016,38.7228885,19.50223995,0.9331096740000001,13415,1560,0.1516166346906813,0.07635959259984337,0.0598147226923077
7645,3150,86271,0.0,0.0,0.0,3660,643,0.0,0.0,0.0
17415,6938,260919,0.0,0.0,0.0,8268,1172,0.0,0.0,0.0
10424,3624,142619,0.0,0.0,0.0,5326,1342,0.0,0.0,0.0
14134,4207,167165,0.0,0.0,0.0,5394,1034,0.0,0.0,0.0
13171,5411,192946,0.0,0.0,0.0,5143,623,0.0,0.0,0.0
22353,8704,284709,0.0,0.0,0.0,10165,1386,0.0,0.0,0.0
68356,25295,962526,0.0,0.0,0.0,22361,2616,0.0,0.0,0.0
15717,6174,176288,160.46653187,87.66458149,6.777135361999999,7859,822,1.0209743072469302,0.5577691766240377,0.8244690221411191
16653,7411,167278,0.0,0.0,0.0,8621,1167,0.0,0.0,0.0
43462,17219,501962,0.0,0.0,0.0,18772,2958,0.0,0.0,0.0
46480,17741,482336,0.0,0.0,0.0,23408,4154,0.0,0.0,0.0
8149,3481,130967,0.0,0.0,0.0,4418,953,0.0,0.0,0.0
9487,4000,119673,0.094905579,0.045236430999999994,0.011121238,4414,614,0.001000375028987035,0.00047682545588700317,0.0018112765472312704
8997,3697,129404,0.0,0.0,0.0,5036,694,0.0,0.0,0.0
8330,3571,85584,263.8604337,139.73360319999998,17.02713944,3884,526,3.1675922412965187,1.6774742280912363,3.237098752851711
26120,11003,258907,0.0,0.0,0.0,12446,1985,0.0,0.0,0.0
10445,4170,153506,0.0,0.0,0.0,3963,526,0.0,0.0,0.0
21757,8491,193277,48.930824019,35.297257669,8.443015549,12424,2733,0.22489692521487337,0.16223402890563954,0.30892848697402125
11291,4457,118730,50.09379532,25.31621904,1.75426588,5716,638,0.4436612817288106,0.22421591568505891,0.2749633040752351
24583,9754,287177,0.0,0.0,0.0,12850,2172,0.0,0.0,0.0
20662,8450,242098,62.011352210000005,41.629360983999995,4.095021134,10332,1687,0.3001226996902527,0.20147788686477588,0.24273984196799048
61754,23353,550988,105.2647881,65.06447664,6.116851907000001,25517,3172,0.17045825063963468,0.10536074851831459,0.19283896302017658
8715,3685,130859,0.0,0.0,0.0,4273,630,0.0,0.0,0.0
382748,158772,5677788,0.0,0.0,0.0,143492,19565,0.0,0.0,0.0
17969,7299,184793,0.0,0.0,0.0,7491,1447,0.0,0.0,0.0
107118,41441,1428210,0.0,0.0,0.0,30759,4105,0.0,0.0,0.0
11233,4368,125200,67.04492887,31.80258983,3.722137967,5395,699,0.5968568402919969,0.28311750939197006,0.5324947020028612
8195,3574,123571,0.0,0.0,0.0,4375,522,0.0,0.0,0.0
125744,49599,1302962,0.0,0.0,0.0,57415,7759,0.0,0.0,0.0
17058,5975,182144,0.0,0.0,0.0,9353,1187,0.0,0.0,0.0
17264,7360,151949,0.0,0.0,0.0,8653,1185,0.0,0.0,0.0
28258,9616,230158,0.0,0.0,0.0,12884,2415,0.0,0.0,0.0
12394,5325,122297,0.0,0.0,0.0,6627,821,0.0,0.0,0.0
41639,16951,459936,0.0,0.0,0.0,18525,2721,0.0,0.0,0.0
17295,7433,200554,0.0,0.0,0.0,8824,1300,0.0,0.0,0.0
203065,76389,1878693,0.0,0.0,0.0,91312,8599,0.0,0.0,0.0
77076,29342,685358,0.0,0.0,0.0,30975,3839,0.0,0.0,0.0
7260,3134,72712,0.0,0.0,0.0,3849,848,0.0,0.0,0.0
22185,8219,265869,63.5787439,23.19293266,5.9192484279999995,10487,1269,0.28658437638043727,0.10454330700924049,0.46644983672182816
71518,22771,589154,26335.015822699996,18851.0501436,2509.9348216999997,44663,5018,36.82291985612013,26.35846939735451,50.018629368274205
131346,50865,1635610,5182.509245767,2042.5176054689998,268.84207611700003,47245,7812,3.945692480750841,1.5550664698346353,3.4413988238223254
134421,46711,1621164,12099.20446543,8069.778204339,1047.7391133840001,55426,6726,9.000977872081,6.003361233987993,15.577447418733275
53597,22000,764758,2710.936249314,1230.3265409419998,230.90757288100002,23527,3918,5.057999980062317,2.2955138178293555,5.893506199106688
37220,11120,494287,4979.692659470999,3705.709896061,661.0946650829999,14775,2485,13.379077537536268,9.956232928696936,26.603407045593556
8437,3188,159043,1608.34816626,956.3636017300001,127.79144926000001,3679,346,19.06303385397653,11.335351448737704,36.93394487283237
20489,9198,388201,4616.763510844,1916.2182750110003,211.99576242999998,10270,1492,22.532888432056225,9.352424593738105,14.208831262064342
3817117,1411583,60605372,2809.3103270700003,1369.183826047,107.392708846,1425573,171581,0.07359770022951878,0.03586957973902817,0.06259009380176127
200186,82539,1992296,5198.103528752,2728.473651673,571.629178064,88720,13854,2.5966368920663783,1.3629692644205889,4.126094832279486
107449,35658,1250953,9869.081610674999,7360.100824915,1099.4099918890001,59086,9065,9.184898519925731,6.849855117232362,12.128074924313294
980263,388660,14000706,5253.773815262,3576.143211038,444.90529754899995,380207,55949,0.5359555359390287,0.36481466821026604,0.7951979437505585
375770,125590,4066286,2348.5041229910003,1148.320521544,224.171284802,145904,15654,0.6249844646967561,0.3055913248912899,1.4320383595374984
47420,15437,396625,1105.9316583739999,226.89366892299998,26.083935732999997,25296,3665,2.3322050999029944,0.4784767375010544,0.7117035670668485
211033,90903,2232735,2146.793725441,1097.2959426870002,232.012733068,79059,11738,1.0172786841114896,0.5199641490605735,1.9765951019594479
195751,64767,2415109,1090.98730572,807.622580578,49.864927691000005,97717,14337,0.5573342183283866,0.41257647755464855,0.3478058707609682
1510271,545138,33225659,0.0,0.0,0.0,429814,39286,0.0,0.0,0.0
1175,497,71932,121.0000001,24.44444436,4.0875332030000004,413,23,10.29787234893617,2.080378243404255,17.77188349130435
38091,14569,616277,0.0,0.0,0.0,9491,1280,0.0,0.0,0.0
220000,87618,2851130,0.031394705,0.009826459000000001,0.000184313,95262,9626,1.4270320454545455e-05,4.4665722727272734e-06,1.9147413255765634e-06
45578,18886,644422,38.03634647,3.92438496,2.441888284,12278,1495,0.0834533030628812,0.008610261441923735,0.16333700896321068
21419,7056,275804,455.90556730000003,155.726631,19.45640166,9292,673,2.1285100485550212,0.7270490265651991,2.8909957890044575
1049025,375364,20755626,0.0,0.0,0.0,265705,22201,0.0,0.0,0.0
28610,9907,341587,178.55694328,100.34942263,14.678120236,11030,1243,0.6241067573575674,0.3507494674239776,1.1808624485921158
181058,70223,3543775,0.0,0.0,0.0,44383,3834,0.0,0.0,0.0
930450,289391,10722029,355.74318793800006,39.947819344,7.653043071,474424,56911,0.038233455633080775,0.004293387000268687,0.013447388151675423
28122,9800,334213,180.3802505,69.49048457,2.2566938359999997,12705,1064,0.6414204199559064,0.247103636192305,0.21209528533834582
134623,56031,1622962,19.056033785999997,8.497021942,0.840800475,56495,4793,0.014155110037660724,0.006311716379816227,0.01754225902357605
174528,49126,1499158,2021.8929601,1331.185056,130.4719742,85889,8552,1.1584920242597176,0.7627343784378438,1.5256311295603369
18546,8049,408340,1184.394955556,461.680322181,71.279368319,5849,655,6.386255556756174,2.489379500598512,10.882346308244275
839631,254610,8169578,1566.35964838,974.3416949080002,110.756283751,396697,41132,0.18655333692776946,0.11604403540460038,0.26927035823932705
152982,41233,1303424,0.0,0.0,0.0,65499,6272,0.0,0.0,0.0
64665,26548,689761,42.81870684,24.98900821,2.0091309440000003,31126,3030,0.06621620171653908,0.038643792175056056,0.06630795194719473
34895,10058,568538,4116.943744141,1331.585714555,64.82091796200001,7133,999,11.798090683883078,3.815978548660267,6.488580376576578
9818605,3241204,159950672,600.3331121210001,162.5526467,4.310629385,4014095,273430,0.0061142403846676805,0.0016555574513894794,0.001576501987711663
150865,43317,1171924,0.0,0.0,0.0,73593,7595,0.0,0.0,0.0
252409,103210,6676855,0.0,0.0,0.0,49246,3649,0.0,0.0,0.0
18251,7693,405393,1047.235014,404.9063338,7.238454395,6020,730,5.737959640567641,2.2185432787244537,0.9915690952054794
87841,34945,1111348,0.007419591,0.003447155,0.000323056,38908,4087,8.446614906478751e-06,3.9243121093794475e-06,7.904477611940299e-06
255793,75642,2315986,0.0,0.0,0.0,138159,14836,0.0,0.0,0.0
9686,4064,187661,840.1604668,361.13857579000006,21.732849486,3940,357,8.673967239314475,3.728459382510841,6.087632909243697
14202,5768,226194,2490.2400608999997,527.6562649299999,42.742519148,4684,220,17.534432198986057,3.715365898676242,19.428417794545457
415057,125946,6241230,493.6625972999999,189.75358931,9.259938294,170407,8739,0.118938506590661,0.045717477192289246,0.10596107442499142
136484,48876,3396285,0.0,0.0,0.0,38121,2624,0.0,0.0,0.0
98764,41527,1411820,13.45439093,5.653819905,0.504471429,28331,2477,0.013622768346766028,0.005724575660159572,0.02036622644327816
3010232,992781,52632985,0.0,0.0,0.0,911860,57416,0.0,0.0,0.0
348432,132627,7398194,16.85443405,4.596663866,0.558100965,78653,5822,0.004837223346305735,0.0013192427406208385,0.009586069477842666
20007,8977,436279,0.0,0.0,0.0,7139,576,0.0,0.0,0.0
2189641,686260,28808611,305.142663142,175.739491869,16.476151068,875051,69849,0.013935739381113161,0.008025950001347253,0.0235882418760469
1418788,513945,21305767,0.0,0.0,0.0,543102,61508,0.0,0.0,0.0
55269,16805,825348,178.4549657,40.72846083,2.126684521,18017,1713,0.32288437587074126,0.07369132937089508,0.1241497093403386
2035210,611618,22133996,11418.514819456,3935.095950455,126.786626658,858653,86222,0.5610484824394534,0.19335085570801047,0.14704672433717614
3095313,1086865,48673345,7.039507091,5.528915254,0.846118872,1026386,65473,0.00022742472541549113,0.00017862217016502047,0.0012923172483313731
805235,345811,19269214,0.0,0.0,0.0,230442,17157,0.0,0.0,0.0
685306,215007,7905672,0.0,0.0,0.0,289529,28198,0.0,0.0,0.0
269637,102016,3877224,618.421416033,283.4594892260001,12.731328686,83143,5602,0.22935332170028597,0.10512633252335549,0.22726398939664402
718451,257837,18887895,0.0,0.0,0.0,149629,7698,0.0,0.0,0.0
423895,142104,6904905,216.8079533,108.95765890000001,5.4257305460000005,156263,9718,0.051146617275504555,0.0257039264204579,0.055831761123688005
1781642,604204,41330307,0.0,0.0,0.0,422167,30922,0.0,0.0,0.0
262382,94355,4405849,0.0,0.0,0.0,83245,6615,0.0,0.0,0.0
177223,70346,2752581,26.839187644000003,6.474996645,0.693316662,72287,6723,0.015144302739486411,0.0036535870880190493,0.010312608389112004
3240,1482,57708,104.89681440000001,38.08990952,1.990008791,962,49,3.2375560000000005,1.1756144913580246,4.0612424306122445
44900,19505,642153,974.3309913740001,610.819702439,45.045754667000004,20439,2623,2.1700022079599113,1.3604002281492205,1.7173371966069388
413344,141758,7122515,0.0,0.0,0.0,115413,12667,0.0,0.0,0.0
483878,185825,7675779,0.0,0.0,0.0,143462,11482,0.0,0.0,0.0
514453,165180,5112415,0.0,0.0,0.0,228354,25528,0.0,0.0,0.0
94737,31437,1248469,0.0,0.0,0.0,40408,3374,0.0,0.0,0.0
63463,23767,556606,201.73505419999998,120.2346385,5.376299744,28532,3311,0.3178782191198021,0.18945627924932637,0.16237691766837814
13786,6083,252954,303.93498275,84.05035578,4.742004357,5643,380,2.2046640269113595,0.6096790641230234,1.2478958834210525
442179,130352,3619254,145.870191187,62.373305026,3.183697266,245750,30364,0.03298894592167425,0.014105894903647618,0.010485104946647346
55365,22156,585205,20.812986119,10.222841221000001,0.97595809,18028,2195,0.03759231666034499,0.01846444725187393,0.04446278314350797
823318,266920,15406225,109.48101867,23.49166201,0.30122592600000003,232553,17680,0.013297537363448873,0.002853291439030848,0.0017037665497737558
200849,70872,3421798,0.0,0.0,0.0,77052,5855,0.0,0.0,0.0
72155,24307,659166,0.0,0.0,0.0,34336,4055,0.0,0.0,0.0
441603,153764,6314925,36.40594063,8.573722027,1.024182427,161007,16955,0.008244042868821091,0.0019414999506343936,0.006040592314951342
15445,5995,195987,64.75645712,23.25231838,4.8820383430000005,7766,1392,0.4192713313046293,0.1505491640012949,0.3507211453304598
572003,224011,12015756,4.5713256630000005,2.404820668,0.139160859,167536,18099,0.0007991786167205417,0.0004204209887011082,0.0007688870048068953
12084,5267,239448,15.78223297,2.543108565,0.7886767659999999,4060,500,0.13060437744124462,0.02104525459285005,0.15773535319999998
3788,1685,90362,297.68013010000004,96.03580974,10.69246402,1539,173,7.858503962513201,2.5352642486800425,6.180615040462428
6499,1832,42764,53.97347236,21.80528281,4.90218564,1717,419,0.8304888807508848,0.3355175074626866,1.169972706443914
294567,119300,6478387,0.0,0.0,0.0,82065,6536,0.0,0.0,0.0
55889,21414,1484618,0.0,0.0,0.0,10062,1007,0.0,0.0,0.0
17809,7601,285776,14.94114823,1.84182354,0.507105213,5262,493,0.08389661536301869,0.010342094109719806,0.10286109797160244
1836,786,65792,435.22394199999997,122.50246809999999,13.41603269,680,57,23.70500773420479,6.6722477178649235,23.53689945614035
9088,4208,248088,0.0,0.0,0.0,1669,252,0.0,0.0,0.0
8256,3118,98993,48.67176943,23.57026095,2.944851067,3935,606,0.5895320909641473,0.2854925018168605,0.4859490209570957
3524,1550,85044,2767.5172580999997,1380.0627986,292.57163839,1759,322,78.53340687003404,39.16182742905789,90.86075726397515
5823,1306,41953,29.78688748,18.35939593,2.97898308,2435,253,0.511538510733299,0.3152910171732784,1.1774636679841897
4255,1925,41394,79.7463372,10.47174127,3.006988238,1910,200,1.8741794876615745,0.2461043776733255,1.503494119
30952,12703,379700,0.00111265,0.000477341,8.82e-05,11559,1411,3.5947596278108037e-06,1.542197596278108e-06,6.250885896527285e-06
600158,263107,10859954,0.0,0.0,0.0,237415,29635,0.0,0.0,0.0
2064,899,45242,1667.190054,811.9508747000001,54.29496069,841,58,80.77471191860465,39.33870516957364,93.61200118965517
285465,102018,7012930,0.00033375,3.2e-05,1.24e-05,31775,2408,1.1691450790814987e-07,1.1209780533515493e-08,5.149501661129567e-07
52197,19236,1192502,0.0,0.0,0.0,12607,533,0.0,0.0,0.0
622263,235959,9030186,2927.8917477000005,954.6132375000001,109.84087319,185411,22627,0.4705231948066975,0.15340993076882284,0.48544161042117817
23086,8380,596419,1422.1497657,500.56333379,50.052219028,4628,380,6.160225962488088,2.1682549328164256,13.17163658631579
46824,16582,566459,145.61049599999998,51.95398422,3.820462139,14054,2206,0.31097406458226545,0.11095588634033829,0.1731850470988214
56389,20359,764798,43.461819294,24.414591355000002,2.021188115,18206,1392,0.0770749956445406,0.04329672694142475,0.1452002956178161
5441,2460,82930,0.0,0.0,0.0,1403,265,0.0,0.0,0.0
14843,6469,218429,0.047707822999999996,0.004987407,0.00354526,4231,193,0.00032141631071885737,3.360107121201913e-05,0.0018369222797927462
15324,6516,279546,270.566724,117.95178202,2.3623254869999997,5231,389,1.7656403288958498,0.7697192770817018,0.6072816161953727
843,362,71250,2.345748382,0.65443957,0.025785012000000003,243,9,0.2782619670225386,0.07763221470937129,0.2865001333333334
6711,3137,100229,637.0209654,196.21554469999998,32.27059442,2929,497,9.492191408135897,2.923789967218,6.493077348088532
1394,649,58036,86.13441515,25.30809414,4.293093058999999,474,64,6.178939393830703,1.8155017317073172,6.707957904687499
534543,218160,11927243,7.029677247,1.16825583,0.072848643,114038,12175,0.0013150817140997076,0.00021855226427060128,0.0005983461437371664
1398,619,51518,1348.87168,573.7628474999999,61.84878995,587,58,96.48581402002861,41.041691523605145,106.6358447413793
8270,3038,163975,15.476088703,5.7742170139999995,0.49740440499999994,3074,247,0.18713529266021767,0.06982124563482467,0.20137830161943318
51334,21100,713183,338.10649561,112.105425497,9.415325638,14868,1268,0.6586404636498228,0.21838435636615106,0.7425335676656152
7310,2953,130357,0.0,0.0,0.0,2622,173,0.0,0.0,0.0
299630,120295,5219662,1510.4748173999997,505.46223211,27.150375405,88918,7691,0.5041133455928979,0.1686954684477522,0.3530148927967754
15507,6384,356442,1064.04178122,407.92433475999997,43.704675828999996,5388,818,6.861686858966919,2.6305818969497645,5.3428699057457205
5467,1948,109420,677.8298551899999,287.451802884,16.273088428,1476,131,12.398570608926281,5.257944080556063,12.42220490687023
22709,8047,330535,45.278211168,11.818310567000001,0.8718850839999999,8134,898,0.19938443422431634,0.05204240859130742,0.0970918801781737
146723,58095,1752611,17.734041639,5.373775427,0.44485803,49690,6555,0.012086749615942968,0.0036625310462572334,0.006786545080091533
712,355,70682,28.67040629,8.878051987000001,0.0,218,0,4.026742456460674,1.2469174139044945,
13795,5465,259954,434.2882253,230.0940941,10.79397497,4306,540,3.148156761870243,1.6679528387096774,1.998884253703704
